sample_id,defect,modality,is_clean,failure,present,localized,repair_ok,evidence_element,raw
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s29__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,True,False,True,shp280,"{""present"": true, ""evidence_element"": ""shp280"", ""evidence_region"": ""bottom-right"", ""fix"": ""Extend the bounding box or adjust the text to fit within the box"", ""confidence"": 0.9}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s1__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s1__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s29__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,False,True,shp280,"{
  ""present"": true,
  ""evidence_element"": ""shp280"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reformat the text to fit within the box."",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s1__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,True,False,True,shp14,"{""present"": true, ""evidence_element"": ""shp14"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of shp14 to ensure it does not overlap with other elements."", ""confidence"": 0.9}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s29__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp280,"{
  ""present"": true,
  ""evidence_element"": ""shp280"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reformat the text to fit within the box."",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s1__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,True,False,True,shp14,"{""present"": true, ""evidence_element"": ""shp14"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of shp14 to ensure it does not overlap with other elements."", ""confidence"": 0.8}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s1__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,True,False,True,shp14,"{
  ""present"": true,
  ""evidence_element"": ""shp14"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Move shp14 slightly upwards"",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s1__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,True,True,shp15,"{
  ""present"": true,
  ""evidence_element"": ""shp15"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the position of shp15 to ensure it does not overlap with other elements."",
  ""confidence"": 0.9
}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s5__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s5__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s5__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,map,"{
  ""present"": true,
  ""evidence_element"": ""map"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the map to align with the baseline of the text."",
  ""confidence"": 0.9
}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s5__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,map,"{
  ""present"": true,
  ""evidence_element"": ""map"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the map to align with the baseline of the text."",
  ""confidence"": 0.9
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s0__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s5__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,True,True,shp5,"{
  ""present"": true,
  ""evidence_element"": ""shp5"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the position of the map to align it with the other elements."",
  ""confidence"": 0.8
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s0__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s5__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,shp5,"{
  ""present"": true,
  ""evidence_element"": ""shp5"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the position of the map to align it with the other elements."",
  ""confidence"": 0.8
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s0__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s0__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,True,False,False,UK PIDs for Open Access progress update,"{
  ""present"": true,
  ""evidence_element"": ""UK PIDs for Open Access progress update"",
  ""evidence_region"": ""center"",
  ""fix"": ""Standardize font size across all text blocks"",
  ""confidence"": 0.9
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s0__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 0.0
}
```"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s0__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s10__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s10__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s10__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,True,False,True,recycle icon,"{
  ""present"": true,
  ""evidence_element"": ""recycle icon"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Move the recycle icon within the safe margin."",
  ""confidence"": 0.95
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s10__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s10__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,True,False,True,False,True,Recycling symbol,"{
  ""present"": true,
  ""evidence_element"": ""Recycling symbol"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Move the recycling symbol within the safe margin."",
  ""confidence"": 0.95
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s10__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,True,True,shp129,"{
  ""present"": true,
  ""evidence_element"": ""shp129"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box to fit within the slide's boundaries."",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s7__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s7__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s7__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s7__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s7__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s15__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s15__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s15__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 0.0
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s7__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s15__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 0.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s15__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s15__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp173,"{""present"": true, ""evidence_element"": ""shp173"", ""evidence_region"": ""left"", ""fix"": ""Adjust the x-coordinate to align with other elements"", ""confidence"": 0.8}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp173,"{""present"": true, ""evidence_element"": ""shp173"", ""evidence_region"": ""left"", ""fix"": ""Adjust the x-coordinate to align with other elements"", ""confidence"": 0.8}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,Example RLC,"{
  ""present"": true,
  ""evidence_element"": ""Example RLC"",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the position of the 'Example RLC' box to align with the 'Example CBL' box."",
  ""confidence"": 0.9
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,shp173,"{
  ""present"": true,
  ""evidence_element"": ""shp173"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the position of the text box to align with the left edge of the slide."",
  ""confidence"": 0.9
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,False,True,shp173,"{
  ""present"": true,
  ""evidence_element"": ""shp173"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the position of the text box to align with the left edge of the slide."",
  ""confidence"": 0.9
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,Example RLC,"{
  ""present"": true,
  ""evidence_element"": ""Example RLC"",
  ""evidence_region"": ""top-left"",
  ""fix"": ""Adjust the position of the 'Example RLC' text box to align with the 'Example CBL' text box."",
  ""confidence"": 0.9
}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s16__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s16__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,True,False,True,Recommendations for IUSSP,"{
  ""present"": true,
  ""evidence_element"": ""Recommendations for IUSSP"",
  ""evidence_region"": ""top-left"",
  ""fix"": ""Adjust the font size to match the rest of the text"",
  ""confidence"": 0.9
}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s16__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,True,True,True,Recommendations for IUSSP,"{
  ""present"": true,
  ""evidence_element"": ""Recommendations for IUSSP"",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the font size of the heading to match the font size of the numbered recommendations."",
  ""confidence"": 0.9
}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s16__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,True,False,False,shp180,"{""present"": true, ""evidence_element"": ""shp180"", ""evidence_region"": ""center"", ""fix"": ""Set font size to match the title font size"", ""confidence"": 0.9}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s19__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s19__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,True,False,True,text,"{
  ""present"": true,
  ""evidence_element"": ""text"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text alignment or reduce the font size to fit within the slide margins."",
  ""confidence"": 0.9
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s19__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,True,False,True,False,True,green diamond icon,"{
  ""present"": true,
  ""evidence_element"": ""green diamond icon"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Move the green diamond icon to the center or another safe margin area."",
  ""confidence"": 0.95
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s19__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,True,False,True,shp193,"{""present"": true, ""evidence_element"": ""shp193"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the text box to fit within the slide's safe margin."", ""confidence"": 0.9}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s16__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,False,True,shp180,"{
  ""present"": true,
  ""evidence_element"": ""shp180"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of the text in 'shp180' to match the title font size."",
  ""confidence"": 0.9
}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s16__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,True,False,True,shp180,"{
  ""present"": true,
  ""evidence_element"": ""shp180"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the font size of the text in 'shp180' to match the title font size."",
  ""confidence"": 0.9
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s19__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,False,True,shp193,"{
  ""present"": true,
  ""evidence_element"": ""shp193"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box to fit within the slide's safe margin."",
  ""confidence"": 0.9
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s19__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,True,False,True,shp193,"{
  ""present"": true,
  ""evidence_element"": ""shp193"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box to fit within the slide's safe margin."",
  ""confidence"": 0.9
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,Time Consuming bar,"{
  ""present"": true,
  ""evidence_element"": ""Time Consuming bar"",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the bar to align with the top of the other bars."",
  ""confidence"": 0.9
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp7,"{""present"": true, ""evidence_element"": ""shp7"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of shp7 to align with the baseline of other elements"", ""confidence"": 0.8}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp7,"{""present"": true, ""evidence_element"": ""shp7"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of shp7 to align with the baseline of other elements"", ""confidence"": 0.8}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,Time Consuming bar,"{
  ""present"": true,
  ""evidence_element"": ""Time Consuming bar"",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the bar to align with the top of the other bars."",
  ""confidence"": 0.9
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,True,True,shp4,"{
  ""present"": true,
  ""evidence_element"": ""shp4"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the position of shp4 to align with the other elements."",
  ""confidence"": 0.8
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s9__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,shp7,"{
  ""present"": true,
  ""evidence_element"": ""shp7"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the position of shp7 to align with the other elements."",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s16__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,True,True,Material examined Holotype,"{
  ""present"": true,
  ""evidence_element"": ""Material examined Holotype"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box or slide layout to accommodate the text."",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s16__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s16__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s16__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,True,False,True,Material examined section,"{
  ""present"": true,
  ""evidence_element"": ""Material examined section"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the slide layout to ensure all text fits within the slide boundaries."",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s16__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,False,True,shp257,"{
  ""present"": true,
  ""evidence_element"": ""shp257"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the image size or position to fit within the slide boundaries."",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s16__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp257,"{
  ""present"": true,
  ""evidence_element"": ""shp257"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the image size or slide layout to fit the content within the slide boundaries."",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,True,False,True,shp136,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp136"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change font size to 14.0pt to match the rest of the text"",
  ""confidence"": 0.9
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,True,True,True,shp134,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp134"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size to match the 14.0pt used in other text blocks"",
  ""confidence"": 0.9
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,True,True,shp134,"{
  ""present"": true,
  ""evidence_element"": ""shp134"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of 'Chemistry' to match the font size of the other text blocks in the header."",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,True,False,True,shp135,"{
  ""present"": true,
  ""evidence_element"": ""shp135"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of the text in 'shp135' to match the font size of the other text blocks in the table."",
  ""confidence"": 0.9
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,True,False,True,GOES-U [19] (2024),"{
  ""present"": true,
  ""evidence_element"": ""GOES-U [19] (2024)"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size to accommodate the full text."",
  ""confidence"": 0.9
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,True,False,True,shp119,"{""present"": true, ""evidence_element"": ""shp119"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the text box size or reposition the text to fit within the box."", ""confidence"": 0.9}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,True,False,True,shp119,"{""present"": true, ""evidence_element"": ""shp119"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the text box size or reposition the text to fit within the box."", ""confidence"": 0.9}"
cbfe959b4df3bc871c759efa735ace6e-20191127_ChemE__s3__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
cbfe959b4df3bc871c759efa735ace6e-20191127_ChemE__s3__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,True,True,shp117,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp117"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the font size or reposition the text to fit within the box."",
  ""confidence"": 0.9
}
```"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp119,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp119"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reposition the text to fit within the box."",
  ""confidence"": 0.9
}
```"
